,Event,Site,Date,Round,White,Black,Result,BlackElo,ECO,WhiteElo
2692,?,?,????.??.??,?,?,?,1-0,,,
3102,Online Nations Cup Prelim,chess.com INT,2020.05.05,1.1,"Artemiev,V","Aronian,L",1-0,2773,E20,2716
3103,Online Nations Cup Prelim,chess.com INT,2020.05.05,2.3,Wei Yi,"Aronian,L",1/2-1/2,2773,C42,2732
3104,Online Nations Cup Prelim,chess.com INT,2020.05.06,3.2,"Aronian,L","Vidit,S",1-0,2726,A06,2773
3105,Online Nations Cup Prelim,chess.com INT,2020.05.06,4.2,"Dominguez Perez,L","Aronian,L",0-1,2773,C42,2758
3106,Online Nations Cup Prelim,chess.com INT,2020.05.07,5.3,"Aronian,L","Firouzja,Alireza",1-0,2728,A13,2773
3107,Online Nations Cup Prelim,chess.com INT,2020.05.07,6.1,"Aronian,L","Artemiev,V",1/2-1/2,2716,D45,2773
3108,Online Nations Cup Prelim,chess.com INT,2020.05.08,7.3,"Aronian,L",Wei Yi,1/2-1/2,2732,B31,2773
3109,Online Nations Cup Prelim,chess.com INT,2020.05.08,8.2,"Vidit,S","Aronian,L",1-0,2773,E20,2726
3110,Online Nations Cup Prelim,chess.com INT,2020.05.09,9.2,"Aronian,L","Caruana,F",1/2-1/2,2835,C78,2773
3111,Online Nations Cup Prelim,chess.com INT,2020.05.09,10.3,"Firouzja,Alireza","Aronian,L",1-0,2773,C27,2728
3112,Lindores Abbey Prelim,chess24.com INT,2020.05.19,1.2,"Aronian,L","Firouzja,Alireza",1-0,2728,D05,2773
3113,Lindores Abbey Prelim,chess24.com INT,2020.05.19,2.6,"Carlsen,M","Aronian,L",1-0,2773,C42,2863
3114,Lindores Abbey Prelim,chess24.com INT,2020.05.19,3.1,"Aronian,L","Grischuk,A",1/2-1/2,2777,D04,2773
3115,Lindores Abbey Prelim,chess24.com INT,2020.05.19,4.6,"Aronian,L",Ding Liren,1/2-1/2,2791,B50,2773
3116,Lindores Abbey Prelim,chess24.com INT,2020.05.20,5.2,"Nakamura,Hi","Aronian,L",1-0,2773,C42,2736
3117,Lindores Abbey Prelim,chess24.com INT,2020.05.20,6.5,"Aronian,L",Yu Yangyi,1-0,2709,A30,2773
3118,Lindores Abbey Prelim,chess24.com INT,2020.05.20,7.3,Wei Yi,"Aronian,L",1/2-1/2,2773,C42,2732
3119,Lindores Abbey Prelim,chess24.com INT,2020.05.20,8.4,"Aronian,L","Duda,J",1/2-1/2,2753,A18,2773
3120,Lindores Abbey Prelim,chess24.com INT,2020.05.21,9.4,"So,W","Aronian,L",1/2-1/2,2773,E06,2770
3121,Lindores Abbey Prelim,chess24.com INT,2020.05.21,10.3,"Aronian,L","Karjakin,Sergey",1/2-1/2,2752,A29,2773
3122,Lindores Abbey Prelim,chess24.com INT,2020.05.21,11.5,"Dubov,Daniil","Aronian,L",1/2-1/2,2773,D37,2699
3123,Lindores Abbey Final 8,chess24.com INT,2020.05.23,1.14,"Nakamura,Hi","Aronian,L",1-0,2773,C42,2736
3124,Lindores Abbey Final 8,chess24.com INT,2020.05.23,1.15,"Aronian,L","Nakamura,Hi",0-1,2736,A29,2773
